asdf_id,viirs_ntl_annual_v21_avg_masked.2012.mean,viirs_ntl_annual_v21_avg_masked.2013.mean,viirs_ntl_annual_v21_avg_masked.2014.mean,viirs_ntl_annual_v21_avg_masked.2015.mean,viirs_ntl_annual_v21_avg_masked.2016.mean,viirs_ntl_annual_v21_avg_masked.2017.mean,viirs_ntl_annual_v21_avg_masked.2018.mean,viirs_ntl_annual_v21_avg_masked.2019.mean,viirs_ntl_annual_v21_avg_masked.2020.mean,viirs_ntl_annual_v21_avg_masked.2021.mean,Level,gqid,shapeGroup,shapeID,shapeName,shapeType
278,0.0627697245324,0.0745551703969,0.0666157413103,0.069542528699,0.0653995595597,0.102569742182,0.0892083387181,0.104627920537,0.156256681826,0.150837106887,ADM2,278,THA,THA-ADM2-46861878B36996963,Khong Chiam,ADM2
279,0.174105727778,0.192593435519,0.1804855497,0.22798202456,0.243946217311,0.366297036942,0.447955267651,0.430085593665,0.46374019664,0.645992943286,ADM2,279,THA,THA-ADM2-46861878B78064405,Khu Mueang,ADM2
280,0.200925343388,0.215808456972,0.255695949603,0.31577157464,0.4223354789,0.507045630584,0.638084093677,0.648299604918,0.671825942207,0.824713023471,ADM2,280,THA,THA-ADM2-46861878B39717275,Khuan Don,ADM2
281,0.156992221623,0.163627165638,0.171655185897,0.20721534423,0.245850246744,0.312931417416,0.397803545211,0.430525558086,0.501035710425,0.598389023026,ADM2,281,THA,THA-ADM2-46861878B90129165,Khuan Kalong,ADM2
282,0.253066698654,0.279034622779,0.294406181429,0.318547342059,0.342006052604,0.40733299038,0.447870447977,0.509103099434,0.555327528224,0.648271449064,ADM2,282,THA,THA-ADM2-46861878B65083445,Khuan Khanun,ADM2
283,0.206027829887,0.192176629247,0.215822923249,0.271234846374,0.371643759917,0.490275054514,0.507711914162,0.611123083838,0.626907546105,0.779351694331,ADM2,283,THA,THA-ADM2-46861878B90212080,Khuan Niang,ADM2
284,0.276601671217,0.311275849449,0.301499961101,0.336695885374,0.296854725628,0.412823551783,0.414903495885,0.425626582926,0.511772530848,0.582473991534,ADM2,284,THA,THA-ADM2-46861878B44972459,Khueang Nai,ADM2
285,0.156489001074,0.167160027494,0.178975418364,0.194220755883,0.186703884048,0.267991219078,0.348388058517,0.364860166436,0.392495548354,0.452448074605,ADM2,285,THA,THA-ADM2-46861878B53575079,Khukhan,ADM2
286,0.0796897644452,0.0852220217167,0.0851634109704,0.105078702629,0.111073208984,0.200900018856,0.241160509915,0.249967426051,0.299680416265,0.343012676192,ADM2,286,THA,THA-ADM2-46861878B55299384,Khun Han,ADM2
287,0.127738332815,0.138203307494,0.0906834232202,0.296893261879,0.286624806504,0.382062027361,0.4085079957,0.418196251075,0.556145064387,0.584708350741,ADM2,287,THA,THA-ADM2-46861878B97675165,Khun Tan,ADM2
288,0.0175845164003,0.0195627475442,0.0158791650614,0.0168403948848,0.0152316544066,0.0232014091626,0.0300333523959,0.0325915926711,0.0351990945717,0.0334737486819,ADM2,288,THA,THA-ADM2-46861878B44755857,Khun Yuam,ADM2
